timestamp,member,present
1540061000,user6,"['user0', 'user2', 'user9', 'user4']"
1540061260,user7,['user5']
1540061870,user4,"['user9', 'user5']"
1540062053,user9,"['user3', 'user0', 'user8', 'user5']"
1540062869,user0,"['user4', 'user8']"
1540062885,user7,"['user5', 'user1', 'user6', 'user8']"
1540063363,user9,"['user6', 'user3', 'user1']"
1540063951,user4,"['user1', 'user2', 'user3', 'user7']"
1540064664,user6,"['user1', 'user2']"
1540064739,user7,"['user6', 'user5', 'user3', 'user9', 'user8']"
1540065731,user2,"['user9', 'user4']"
1540066321,user8,"['user9', 'user2', 'user6', 'user1']"
1540066885,user8,"['user2', 'user7', 'user6', 'user5']"
1540067830,user5,"['user1', 'user7', 'user3', 'user8']"
1540068484,user0,"['user5', 'user4']"
1540069294,user3,"['user5', 'user9', 'user8', 'user6']"
1540070008,user2,"['user4', 'user1', 'user5', 'user8']"
1540070293,user0,"['user5', 'user1', 'user8', 'user2', 'user9', 'user4']"
1540071017,user0,"['user6', 'user4']"
1540071201,user0,"['user1', 'user8', 'user4']"
1540071781,user0,"['user4', 'user2', 'user6', 'user8']"
1540072139,user7,"['user3', 'user4', 'user6', 'user0']"
1540072427,user1,"['user2', 'user6', 'user3']"
1540073367,user8,"['user1', 'user9', 'user2']"
1540074122,user4,['user6']
1540074220,user5,"['user2', 'user1', 'user0', 'user6', 'user8', 'user4', 'user3', 'user9']"
1540074419,user0,"['user1', 'user8', 'user7', 'user2', 'user4']"
1540074607,user1,"['user7', 'user2', 'user8', 'user5', 'user0']"
1540074650,user9,"['user2', 'user1', 'user5']"
1540075430,user2,"['user5', 'user6', 'user0', 'user1', 'user3', 'user4']"
1540076309,user1,"['user8', 'user2', 'user9', 'user3', 'user7', 'user4']"
1540076956,user1,"['user4', 'user8', 'user2', 'user0']"
1540077857,user6,"['user1', 'user5', 'user7', 'user4', 'user2']"
1540078111,user9,['user2']
1540078556,user3,['user6']
1540079254,user6,"['user3', 'user7', 'user1', 'user2', 'user0']"
1540079821,user1,"['user0', 'user7', 'user9', 'user5', 'user3', 'user4']"
1540080049,user4,['user7']
1540080468,user9,"['user5', 'user8']"
1540081008,user7,"['user4', 'user3']"
1540081174,user4,"['user2', 'user5', 'user6', 'user0', 'user1']"
1540082095,user8,"['user6', 'user4', 'user2']"
1540082276,user6,"['user8', 'user5', 'user1', 'user2']"
1540083167,user8,"['user6', 'user7', 'user0', 'user2']"
1540084078,user0,"['user6', 'user3', 'user8', 'user9', 'user7', 'user2', 'user4']"
1540084348,user2,"['user3', 'user6', 'user9', 'user4']"
1540084734,user3,"['user4', 'user2', 'user1', 'user6']"
1540085650,user0,"['user6', 'user4', 'user5', 'user8']"
1540086391,user5,"['user8', 'user2', 'user3', 'user4']"
1540087165,user8,"['user5', 'user4', 'user1', 'user2']"
1540087883,user3,"['user7', 'user5', 'user1', 'user2', 'user6']"
1540088731,user8,"['user6', 'user5', 'user3', 'user9', 'user1', 'user2']"
1540089160,user2,"['user3', 'user0', 'user4']"
1540089378,user0,"['user8', 'user1', 'user4']"
1540089880,user8,"['user0', 'user2']"
1540089966,user8,"['user7', 'user9', 'user3', 'user0', 'user1', 'user5', 'user2']"
1540090021,user8,"['user6', 'user2']"
1540090723,user4,"['user6', 'user2', 'user8', 'user3', 'user1', 'user5']"
1540090842,user5,"['user8', 'user6', 'user2', 'user7', 'user0']"
1540091203,user7,"['user3', 'user4', 'user8', 'user6', 'user9']"
1540092150,user8,"['user3', 'user0', 'user1', 'user7', 'user5', 'user2']"
1540092417,user3,"['user8', 'user6', 'user7', 'user9', 'user2', 'user0']"
1540093028,user1,"['user3', 'user2', 'user6', 'user0', 'user4', 'user7', 'user9']"
1540093825,user4,"['user6', 'user5', 'user3', 'user9', 'user2']"
1540094613,user9,['user7']
1540095394,user4,['user6']
1540096081,user0,"['user6', 'user2', 'user9', 'user3', 'user4', 'user1']"
1540096675,user8,"['user0', 'user9', 'user2']"
1540097425,user6,"['user5', 'user3', 'user1', 'user2']"
1540097530,user3,"['user2', 'user7', 'user0', 'user6']"
1540097887,user6,"['user1', 'user2', 'user7', 'user5', 'user4', 'user8']"
1540098468,user7,"['user9', 'user1']"
1540099022,user4,"['user3', 'user6']"
1540099198,user9,"['user2', 'user0', 'user8', 'user3', 'user5']"
1540099419,user3,"['user5', 'user9', 'user6']"
1540100003,user9,['user4']
1540100515,user2,"['user6', 'user5', 'user4']"
1540101435,user5,"['user9', 'user4']"
1540101981,user1,"['user3', 'user2', 'user4']"
1540102391,user3,"['user7', 'user0', 'user4', 'user6', 'user5']"
1540103271,user2,"['user0', 'user9', 'user1', 'user4', 'user7', 'user3', 'user5']"
1540103731,user6,"['user8', 'user1', 'user3', 'user7', 'user0', 'user2']"
1540104305,user3,"['user0', 'user4', 'user5', 'user7', 'user6']"
1540104472,user5,"['user7', 'user0', 'user4', 'user9', 'user8', 'user2', 'user3', 'user6']"
1540105406,user0,"['user4', 'user7', 'user5', 'user9']"
1540106233,user8,"['user5', 'user3', 'user2']"
1540106391,user3,"['user4', 'user7', 'user6']"
1540106412,user4,"['user7', 'user9', 'user5', 'user6', 'user3']"
1540107269,user7,"['user2', 'user8', 'user3']"
1540107460,user6,"['user8', 'user0', 'user5', 'user9', 'user3', 'user4', 'user1', 'user2']"
1540107756,user0,"['user7', 'user4']"
1540108284,user7,"['user8', 'user3', 'user2', 'user0', 'user6']"
1540108795,user3,"['user9', 'user2', 'user6']"
1540108927,user7,"['user2', 'user3', 'user8']"
1540109080,user3,"['user4', 'user0', 'user8', 'user6', 'user1', 'user9']"
1540109539,user6,"['user9', 'user1', 'user0', 'user3', 'user8', 'user5', 'user2']"
1540110065,user7,"['user0', 'user1', 'user3', 'user9', 'user5', 'user4']"
1540110074,user3,"['user4', 'user1', 'user2', 'user6', 'user0']"
1540110700,user6,"['user5', 'user1', 'user2']"
1540110938,user7,"['user3', 'user9', 'user0', 'user1']"
1540111873,user4,['user6']
1540112241,user0,"['user7', 'user9', 'user4']"
1540113101,user0,"['user3', 'user5', 'user4']"
1540113152,user4,"['user8', 'user9']"
1540113793,user2,"['user9', 'user0', 'user3', 'user4']"
1540114129,user3,"['user4', 'user9', 'user8', 'user6']"
1540114392,user6,"['user4', 'user9', 'user2', 'user5']"
1540115359,user5,"['user4', 'user0', 'user7', 'user2', 'user8']"
1540116188,user0,"['user1', 'user5', 'user7', 'user4']"
1540116504,user1,"['user3', 'user2', 'user5', 'user8']"
1540117216,user0,"['user9', 'user1', 'user3', 'user2', 'user6', 'user5', 'user4']"
1540117656,user3,"['user1', 'user6']"
1540118235,user4,"['user8', 'user9', 'user6', 'user1']"
1540119028,user6,"['user3', 'user5', 'user2']"
1540119544,user2,"['user0', 'user6', 'user1', 'user8', 'user3', 'user4', 'user7']"
1540120203,user3,"['user0', 'user7', 'user4', 'user9', 'user6']"
1540120291,user7,['user8']
1540120315,user8,"['user3', 'user4', 'user2']"
1540120398,user9,"['user7', 'user5', 'user8']"
1540120661,user2,"['user8', 'user7', 'user4']"
1540121399,user0,"['user8', 'user7', 'user4']"
1540122118,user6,"['user8', 'user5', 'user0', 'user1', 'user2', 'user4']"
1540123028,user9,"['user4', 'user2', 'user7', 'user1', 'user0', 'user6']"
1540123308,user1,"['user8', 'user3']"
1540123850,user0,"['user7', 'user4']"
1540124179,user3,"['user9', 'user6']"
1540124279,user2,"['user0', 'user5', 'user7', 'user6', 'user4']"
1540124649,user0,['user3']
1540125172,user3,"['user9', 'user6']"
1540125678,user1,"['user5', 'user7', 'user4', 'user9', 'user2']"
1540126577,user2,"['user9', 'user8', 'user4']"
1540126618,user4,['user7']
1540127604,user2,"['user5', 'user4']"
1540127894,user6,"['user1', 'user0', 'user3', 'user2']"
1540127949,user0,"['user2', 'user4']"
1540128511,user7,"['user6', 'user8']"
1540129030,user3,"['user6', 'user0']"
1540129153,user1,"['user8', 'user7', 'user4']"
1540129809,user9,"['user5', 'user7', 'user3', 'user1', 'user4', 'user0', 'user2']"
1540130679,user2,"['user6', 'user9', 'user4']"
1540131338,user2,"['user8', 'user9', 'user5', 'user6', 'user3', 'user0', 'user4']"
1540131822,user3,"['user6', 'user8', 'user9', 'user5']"
1540132626,user5,['user9']
1540133266,user6,"['user8', 'user1', 'user3', 'user9', 'user0', 'user2']"
1540133618,user8,"['user5', 'user2']"
1540133919,user3,"['user6', 'user8']"
1540134128,user1,"['user5', 'user2']"
1540135018,user6,"['user0', 'user2', 'user3', 'user1', 'user4']"
1540135931,user0,"['user9', 'user5', 'user4']"
1540136324,user2,"['user6', 'user9', 'user4']"
1540136587,user0,"['user7', 'user1', 'user4', 'user3']"
1540136993,user4,['user1']
1540137571,user6,"['user2', 'user8', 'user7', 'user1', 'user3', 'user5']"
1540138427,user2,"['user3', 'user5', 'user4', 'user1']"
1540138779,user9,['user4']
1540139748,user0,"['user7', 'user2', 'user9', 'user8', 'user1', 'user3', 'user4']"
1540140310,user5,"['user9', 'user1', 'user4', 'user7', 'user6']"
1540140346,user1,"['user4', 'user5']"
1540140813,user8,"['user6', 'user4', 'user0', 'user9', 'user3', 'user1', 'user2', 'user5']"
1540141704,user4,"['user5', 'user3']"
1540141964,user1,['user6']
1540142937,user4,"['user6', 'user3', 'user9']"
1540143800,user1,"['user0', 'user5', 'user3', 'user6', 'user4', 'user7', 'user8']"
1540143837,user7,['user5']
1540144006,user4,"['user2', 'user3', 'user8', 'user5', 'user7', 'user9']"
1540144418,user7,"['user0', 'user1', 'user5']"
1540144698,user2,"['user3', 'user6', 'user4']"
1540145226,user0,"['user3', 'user2', 'user5', 'user4']"
1540145997,user7,['user1']
1540146664,user1,"['user4', 'user8', 'user7']"
1540146876,user2,"['user4', 'user3']"
1540147677,user4,"['user7', 'user5', 'user0']"
1540147742,user8,"['user3', 'user2', 'user5', 'user9', 'user0']"
1540148101,user2,"['user3', 'user5', 'user4', 'user0', 'user7', 'user9', 'user8']"
1540148431,user6,"['user0', 'user3', 'user7', 'user2']"
1540148627,user9,"['user3', 'user7', 'user1']"
1540149560,user1,"['user7', 'user4', 'user3', 'user2']"
1540150074,user6,"['user2', 'user1', 'user4', 'user9']"
1540151009,user3,"['user7', 'user1', 'user6']"
1540151392,user3,"['user4', 'user9', 'user6', 'user0', 'user1']"
1540151626,user1,"['user5', 'user3', 'user8', 'user0', 'user4']"
1540151849,user7,"['user3', 'user4', 'user9']"
1540152683,user4,"['user5', 'user9']"
1540153621,user4,"['user0', 'user7', 'user1', 'user6', 'user5', 'user3']"
1540153750,user9,"['user2', 'user0', 'user4']"
1540154663,user5,"['user0', 'user1', 'user8', 'user6', 'user2']"
1540155192,user4,"['user3', 'user1', 'user0', 'user5']"
1540155206,user2,"['user6', 'user4']"
1540155223,user7,"['user3', 'user8', 'user0', 'user5', 'user6']"
1540155718,user5,"['user8', 'user2', 'user6']"
1540155768,user0,"['user4', 'user1', 'user5', 'user9', 'user8']"
1540156737,user4,"['user7', 'user9']"
1540157700,user6,"['user3', 'user2']"
1540157838,user4,"['user2', 'user5', 'user1', 'user8']"
1540158624,user9,"['user2', 'user3']"
1540159272,user8,"['user3', 'user9', 'user0', 'user4', 'user5', 'user1', 'user2']"
1540159646,user5,"['user2', 'user7', 'user9']"
1540160264,user0,"['user4', 'user9', 'user1', 'user8']"
1540160342,user0,"['user2', 'user3', 'user1', 'user5', 'user9', 'user6', 'user4']"
1540160885,user6,"['user3', 'user1', 'user2']"
1540161491,user7,"['user2', 'user3', 'user6', 'user0', 'user1']"
1540161602,user3,"['user5', 'user1', 'user6']"
1540162253,user9,"['user6', 'user7']"
1540162556,user9,"['user8', 'user7', 'user5', 'user0']"
1540163460,user4,"['user1', 'user7', 'user5']"
1540163542,user3,"['user8', 'user4', 'user5', 'user6']"
1540164321,user3,"['user6', 'user9', 'user8']"
1540164672,user2,"['user7', 'user9', 'user4']"
1540165444,user0,"['user6', 'user7', 'user4']"
1540165493,user5,"['user2', 'user3']"
1540165503,user8,"['user0', 'user1', 'user7']"
1540166371,user3,"['user5', 'user7', 'user8', 'user6']"
1540166458,user3,"['user1', 'user6']"
1540167021,user0,"['user3', 'user4']"
1540167600,user1,['user2']
1540168034,user7,"['user8', 'user6', 'user5', 'user4']"
1540168531,user9,"['user7', 'user3', 'user5', 'user2']"
1540168554,user9,"['user4', 'user8', 'user6']"
1540169094,user9,"['user4', 'user2']"
1540169559,user1,"['user9', 'user8', 'user2', 'user0']"
1540169617,user0,"['user2', 'user3', 'user4']"
1540169769,user6,"['user9', 'user7', 'user8', 'user5', 'user2']"
1540169909,user1,"['user0', 'user6', 'user3', 'user5', 'user8']"
1540169997,user2,"['user3', 'user1', 'user7', 'user8', 'user6', 'user5', 'user4']"
1540170101,user7,['user3']
1540170414,user0,"['user6', 'user9', 'user4']"
1540170651,user9,['user5']
1540170750,user3,"['user6', 'user5']"
1540171191,user9,"['user4', 'user7']"
1540171923,user4,"['user7', 'user1', 'user9']"
1540172849,user5,"['user8', 'user6']"
1540173620,user1,['user3']
1540174091,user0,"['user3', 'user7', 'user6', 'user4']"
1540174530,user7,['user0']
1540175324,user2,['user4']
1540175943,user9,"['user0', 'user2', 'user5', 'user6']"
1540176252,user8,"['user3', 'user5', 'user0', 'user9', 'user4', 'user2']"
1540176787,user4,"['user9', 'user6']"
1540177619,user6,"['user5', 'user2', 'user3', 'user1']"
1540177915,user0,"['user3', 'user8', 'user9', 'user7', 'user1', 'user4']"
1540178833,user4,"['user5', 'user3', 'user8']"
1540179390,user4,"['user2', 'user5', 'user0']"
1540180267,user1,"['user8', 'user7']"
1540180531,user8,"['user5', 'user7', 'user4', 'user2']"
1540180815,user0,"['user9', 'user1', 'user4']"
1540181745,user4,"['user3', 'user5', 'user8', 'user0']"
1540182036,user9,"['user5', 'user8', 'user3', 'user2', 'user0', 'user7', 'user1', 'user6']"
1540182109,user3,"['user1', 'user7', 'user4', 'user6']"
1540182767,user1,"['user5', 'user6', 'user8', 'user4', 'user0']"
1540182942,user4,"['user5', 'user0', 'user2', 'user7', 'user8']"
1540183704,user9,"['user5', 'user6', 'user3', 'user4', 'user0', 'user2', 'user7']"
1540184079,user0,"['user7', 'user1', 'user6', 'user3', 'user2', 'user4']"
1540184949,user0,"['user2', 'user5', 'user4']"
1540185665,user4,"['user2', 'user0', 'user3', 'user1', 'user9']"
1540186254,user2,"['user6', 'user4']"
1540186714,user8,"['user7', 'user3', 'user1', 'user5', 'user4']"
1540186967,user9,"['user3', 'user7', 'user5', 'user8', 'user0', 'user2']"
1540187614,user9,"['user4', 'user1']"
1540188001,user8,"['user2', 'user3', 'user6']"
1540188148,user6,"['user0', 'user4', 'user9', 'user8', 'user2']"
1540188658,user2,"['user9', 'user0', 'user7', 'user3', 'user4']"
1540188896,user7,"['user8', 'user5', 'user9']"
1540189639,user4,['user2']
1540189930,user1,"['user6', 'user0', 'user3', 'user2', 'user4']"
1540190046,user6,"['user5', 'user1', 'user4', 'user2']"
1540190862,user3,"['user8', 'user1', 'user5', 'user4', 'user2', 'user6']"
1540191422,user8,"['user4', 'user1', 'user7', 'user3', 'user2']"
1540191548,user1,"['user4', 'user9', 'user3', 'user2', 'user0']"
1540192351,user1,['user6']
1540192941,user2,"['user1', 'user4']"
1540193026,user9,"['user5', 'user1', 'user8', 'user3']"
1540193074,user5,"['user2', 'user4', 'user1', 'user8', 'user0', 'user3']"
1540193432,user7,"['user0', 'user1', 'user4', 'user2']"
1540193477,user3,"['user2', 'user8', 'user6']"
1540194057,user3,"['user8', 'user4', 'user2', 'user9', 'user0', 'user6', 'user1']"
1540194094,user8,"['user4', 'user3', 'user2']"
1540194159,user6,"['user2', 'user9']"
1540195125,user6,"['user9', 'user2']"
1540195248,user5,"['user4', 'user7', 'user9', 'user3']"
1540195916,user3,"['user0', 'user8', 'user4', 'user5', 'user2', 'user6']"
1540195928,user0,"['user3', 'user2', 'user4']"
1540196265,user5,"['user8', 'user4', 'user3', 'user0']"
1540197125,user0,"['user9', 'user2', 'user8', 'user1', 'user4']"
1540197728,user1,"['user9', 'user8', 'user7', 'user2', 'user4']"
1540198122,user6,"['user9', 'user7', 'user8', 'user5', 'user3', 'user2']"
1540198863,user3,"['user7', 'user9', 'user1', 'user6', 'user2', 'user4', 'user5']"
1540199476,user0,"['user7', 'user1', 'user4', 'user6', 'user5', 'user8', 'user9']"
1540199549,user5,"['user8', 'user2', 'user4', 'user7']"
1540200134,user1,"['user3', 'user4']"
1540200899,user7,"['user8', 'user2', 'user3']"
1540201405,user3,"['user6', 'user7', 'user2', 'user1', 'user8']"
1540202133,user8,"['user1', 'user6', 'user9', 'user3', 'user7', 'user4', 'user0', 'user2']"
1540202440,user6,"['user1', 'user2', 'user8', 'user0', 'user5']"
1540202912,user0,['user5']
1540203579,user8,"['user3', 'user2']"
1540204213,user4,"['user3', 'user9', 'user5', 'user8']"
1540204980,user8,"['user0', 'user1', 'user6', 'user9', 'user2']"
1540205876,user4,"['user3', 'user9', 'user6', 'user5', 'user0']"
1540206237,user5,"['user3', 'user2', 'user7']"
1540206649,user3,"['user6', 'user9', 'user5', 'user7', 'user2']"
1540207103,user8,"['user6', 'user0', 'user7', 'user2', 'user1', 'user9']"
1540207394,user3,"['user8', 'user2', 'user7', 'user4', 'user9', 'user6']"
1540207502,user0,"['user1', 'user8', 'user6', 'user7', 'user4', 'user9']"
1540207917,user2,"['user1', 'user4']"
1540208231,user4,"['user3', 'user8', 'user9', 'user2']"
1540208284,user9,"['user4', 'user5', 'user1']"
1540208667,user0,"['user1', 'user9', 'user8', 'user5', 'user7', 'user4']"
1540208742,user9,"['user7', 'user3', 'user5', 'user4', 'user6', 'user0']"
1540209036,user3,"['user7', 'user6', 'user2']"
1540209160,user5,"['user3', 'user1', 'user9', 'user8', 'user2', 'user6', 'user0']"
1540209414,user1,"['user6', 'user2']"
1540209664,user0,"['user3', 'user4']"
1540209712,user1,['user8']
1540210020,user8,"['user6', 'user4', 'user7', 'user9', 'user2']"
1540210795,user0,"['user4', 'user7', 'user2']"
1540211312,user4,"['user5', 'user6', 'user7']"
1540212068,user1,"['user4', 'user8']"
1540212380,user7,"['user1', 'user9']"
1540213223,user8,"['user3', 'user7', 'user0', 'user2']"
1540213465,user9,"['user1', 'user4', 'user5', 'user0']"
1540213685,user6,"['user4', 'user9', 'user2']"
1540213742,user8,"['user7', 'user0', 'user3', 'user5', 'user2']"
1540214437,user3,"['user0', 'user2', 'user6']"
1540215282,user2,"['user8', 'user0', 'user4', 'user9', 'user1', 'user3', 'user6']"
1540215418,user1,"['user4', 'user8']"
1540216309,user4,"['user7', 'user9']"
1540217111,user0,"['user3', 'user4', 'user2']"
1540217627,user3,"['user9', 'user7', 'user6', 'user4']"
1540217951,user6,"['user0', 'user7', 'user3', 'user9', 'user2']"
1540218646,user9,"['user4', 'user3', 'user8', 'user5']"
1540219517,user2,"['user6', 'user4']"
1540220502,user7,"['user4', 'user1', 'user5', 'user2', 'user8']"
1540220924,user2,"['user3', 'user9', 'user6', 'user5', 'user0', 'user7', 'user4']"
1540221619,user6,"['user7', 'user1', 'user4', 'user2']"
1540221968,user4,"['user3', 'user7', 'user2', 'user6']"
1540222331,user6,"['user8', 'user0', 'user7', 'user2']"
1540222573,user4,"['user8', 'user9', 'user5', 'user6', 'user3']"
1540222791,user7,"['user0', 'user3', 'user4']"
1540222956,user7,"['user0', 'user5', 'user2', 'user8']"
1540223874,user3,"['user7', 'user1', 'user9', 'user6']"
1540224724,user7,"['user2', 'user6', 'user0', 'user9']"
1540225200,user7,"['user3', 'user6', 'user8', 'user0', 'user2', 'user5']"
1540225579,user1,['user6']
1540226456,user6,"['user5', 'user4', 'user3', 'user2']"
1540227204,user5,"['user0', 'user2']"
1540227297,user4,"['user7', 'user0', 'user3', 'user5', 'user1']"
1540227390,user1,['user9']
1540227553,user3,"['user1', 'user2', 'user4', 'user5', 'user6']"
1540228190,user2,"['user7', 'user3', 'user6', 'user5', 'user4']"
1540228485,user6,"['user0', 'user9', 'user1', 'user7', 'user4', 'user8', 'user2']"
1540228831,user3,"['user9', 'user0', 'user1', 'user4', 'user6']"
1540228842,user8,"['user1', 'user7', 'user9', 'user3', 'user0', 'user5', 'user2']"
1540229046,user1,"['user2', 'user5', 'user9']"
1540229618,user9,"['user2', 'user4', 'user8', 'user5', 'user1', 'user7', 'user0']"
1540229788,user0,"['user2', 'user4', 'user5', 'user1', 'user3', 'user9', 'user7']"
1540230201,user5,"['user8', 'user9', 'user3', 'user7']"
1540230774,user3,"['user4', 'user5', 'user2', 'user6']"
1540231117,user1,"['user3', 'user7', 'user5', 'user9']"
1540231266,user8,"['user6', 'user3', 'user7', 'user9', 'user2']"
1540232066,user4,"['user0', 'user8', 'user6', 'user1', 'user9', 'user2', 'user5', 'user3']"
1540232515,user2,"['user5', 'user3', 'user8', 'user4']"
1540233073,user7,"['user2', 'user3']"
1540233133,user1,"['user3', 'user5', 'user9', 'user8']"
1540233299,user4,"['user2', 'user9']"
1540233679,user2,"['user6', 'user7', 'user4', 'user5', 'user1', 'user9']"
1540233762,user1,"['user2', 'user8']"
1540234379,user6,"['user3', 'user2']"
1540234708,user0,"['user5', 'user3', 'user4']"
1540235048,user2,"['user9', 'user4']"
1540235671,user6,"['user8', 'user4', 'user0', 'user7', 'user1', 'user5', 'user2']"
1540236021,user4,"['user8', 'user9', 'user1']"
1540236923,user8,"['user0', 'user2']"
1540237183,user8,"['user9', 'user6', 'user5', 'user2']"
1540238103,user5,"['user2', 'user9', 'user4', 'user6', 'user0']"
1540238854,user0,"['user9', 'user3', 'user8', 'user4']"
1540239812,user4,['user2']
1540239872,user2,"['user5', 'user0', 'user1', 'user8', 'user9', 'user4']"
1540240246,user4,"['user8', 'user5']"
1540241178,user5,"['user6', 'user0', 'user7', 'user8', 'user1', 'user2', 'user9']"
1540241486,user1,"['user9', 'user8', 'user6', 'user0', 'user5', 'user2', 'user4']"
1540242242,user0,"['user5', 'user9', 'user8', 'user4']"
1540243230,user9,"['user6', 'user3', 'user1', 'user5', 'user0', 'user8']"
1540243956,user2,"['user6', 'user7', 'user0', 'user5', 'user4', 'user3']"
1540244495,user0,"['user9', 'user4', 'user7']"
1540245279,user9,"['user7', 'user0', 'user8', 'user6', 'user2', 'user3']"
1540246005,user2,"['user7', 'user0', 'user5', 'user9', 'user4']"
1540246745,user6,"['user1', 'user9', 'user2']"
1540246808,user8,"['user1', 'user2', 'user4']"
1540247718,user6,"['user9', 'user3', 'user7', 'user1', 'user8', 'user2']"
1540248106,user0,"['user8', 'user6', 'user9', 'user3', 'user4']"
1540248838,user5,"['user6', 'user0']"
1540248951,user6,"['user2', 'user3', 'user8', 'user4']"
1540249545,user6,"['user7', 'user2', 'user3', 'user1', 'user4', 'user9']"
1540250150,user3,"['user4', 'user9', 'user6']"
1540250485,user9,"['user8', 'user1']"
1540250886,user2,"['user4', 'user3', 'user9', 'user7']"
1540251575,user6,"['user7', 'user4', 'user2', 'user8', 'user1', 'user5', 'user9', 'user3']"
1540251791,user7,"['user6', 'user5', 'user4']"
1540252148,user8,"['user9', 'user1', 'user6', 'user0', 'user2', 'user4', 'user3']"
1540252432,user4,"['user2', 'user7']"
1540252469,user2,"['user1', 'user5', 'user4']"
1540252878,user7,"['user2', 'user8', 'user9']"
1540252959,user1,"['user7', 'user3', 'user4', 'user8', 'user6']"
1540253296,user6,"['user2', 'user7']"
1540254246,user8,"['user2', 'user4', 'user0', 'user9', 'user6', 'user5']"
1540254861,user2,"['user0', 'user6', 'user4']"
1540255225,user5,"['user0', 'user8', 'user3']"
1540255578,user9,"['user0', 'user5']"
1540255949,user4,"['user3', 'user8', 'user2', 'user5']"
1540256015,user8,"['user9', 'user3', 'user2']"
1540256948,user1,"['user7', 'user6', 'user0', 'user9', 'user8', 'user2']"
1540257000,user2,['user8']
1540257977,user6,"['user5', 'user2']"
1540258937,user1,"['user8', 'user6']"
1540259051,user7,"['user6', 'user1', 'user9', 'user5', 'user3', 'user0']"
1540259754,user5,['user0']
1540260639,user5,"['user8', 'user0']"
1540260868,user1,"['user4', 'user5', 'user9']"
1540261649,user2,"['user6', 'user3', 'user5', 'user4']"
1540262201,user3,"['user0', 'user9', 'user7', 'user2', 'user5', 'user6']"
1540262843,user3,"['user9', 'user4', 'user8', 'user7', 'user5', 'user6']"
1540263105,user5,"['user2', 'user8']"
1540263431,user2,"['user1', 'user3', 'user5', 'user8', 'user0', 'user7', 'user4']"
1540263995,user3,"['user0', 'user6']"
1540264835,user6,"['user9', 'user5', 'user7', 'user2']"
1540264841,user1,['user2']
1540265584,user5,"['user2', 'user7', 'user3', 'user0', 'user4', 'user6', 'user8', 'user1']"
1540265628,user4,"['user6', 'user7', 'user3', 'user9']"
1540266229,user0,"['user8', 'user4']"
1540266738,user9,"['user5', 'user6', 'user8', 'user3']"
1540267155,user4,['user6']
1540267926,user5,"['user2', 'user8']"
1540268715,user8,"['user0', 'user2', 'user6']"
1540269564,user2,"['user9', 'user5', 'user4']"
1540270258,user5,"['user8', 'user7', 'user9']"
1540270680,user5,"['user2', 'user7']"
1540271266,user8,"['user3', 'user0', 'user6', 'user1', 'user9', 'user2']"
1540271506,user1,"['user3', 'user8', 'user5', 'user9', 'user7']"
1540271708,user8,"['user4', 'user9', 'user3', 'user0', 'user6', 'user2']"
1540272093,user5,"['user0', 'user4', 'user3', 'user6', 'user1', 'user8']"
1540272608,user8,"['user9', 'user6', 'user5', 'user7', 'user3', 'user4', 'user2']"
1540273424,user7,"['user8', 'user9', 'user2', 'user6', 'user0', 'user4', 'user3']"
1540273463,user3,"['user7', 'user2', 'user1', 'user6', 'user5', 'user8']"
1540273801,user7,"['user0', 'user4', 'user1', 'user3', 'user2']"
1540274573,user3,"['user7', 'user6', 'user0', 'user1', 'user9']"
1540275401,user8,"['user2', 'user9', 'user5', 'user0', 'user3', 'user6', 'user1']"
1540275775,user5,"['user8', 'user4', 'user9', 'user6']"
1540275786,user2,"['user5', 'user3', 'user4']"
1540276768,user2,"['user8', 'user1', 'user4']"
1540277156,user2,"['user6', 'user4']"
1540277414,user5,['user8']
1540277724,user3,"['user1', 'user6', 'user9', 'user8', 'user0', 'user7']"
1540278036,user4,"['user8', 'user1', 'user0', 'user7']"
1540278370,user0,"['user9', 'user4']"
1540279346,user9,"['user0', 'user5']"
1540280245,user9,"['user5', 'user2']"
1540280576,user6,"['user5', 'user3', 'user9', 'user2']"
1540281061,user1,"['user8', 'user5']"
1540281866,user9,['user0']
1540282193,user0,"['user8', 'user5', 'user3', 'user4']"
1540282883,user6,"['user8', 'user5', 'user9', 'user7', 'user2']"
1540283061,user0,"['user1', 'user8', 'user6', 'user5', 'user3', 'user9', 'user4']"
1540283539,user8,"['user6', 'user9', 'user2', 'user7', 'user4']"
1540284119,user9,"['user2', 'user0', 'user5']"
1540285035,user8,"['user1', 'user9', 'user3', 'user2']"
1540285690,user4,"['user1', 'user5', 'user3']"
1540286567,user9,"['user2', 'user8', 'user1']"
1540287154,user5,"['user4', 'user1', 'user7']"
1540287527,user1,"['user0', 'user9', 'user2']"
1540287975,user0,"['user8', 'user9', 'user3', 'user7', 'user6', 'user4']"
1540288310,user3,"['user9', 'user7', 'user1', 'user6']"
1540289117,user7,"['user1', 'user4', 'user9', 'user3', 'user5', 'user2', 'user8']"
1540289763,user6,"['user8', 'user1', 'user9', 'user3', 'user4', 'user2', 'user7']"
1540289945,user4,['user3']
1540290585,user1,"['user0', 'user6', 'user8', 'user4', 'user2', 'user5', 'user7']"
1540291132,user8,"['user0', 'user5', 'user6', 'user2', 'user4']"
1540291565,user2,"['user5', 'user3', 'user4']"
1540292177,user2,"['user7', 'user4', 'user3', 'user1', 'user8']"
1540292938,user8,"['user9', 'user7', 'user3', 'user2', 'user6']"
